Date,Close/Last,Volume,Open,High,Low
12/04/2020,$44.38,17319800,$43.89,$44.51,$43.89
12/03/2020,$44.11,27710710,$43.78,$44.14,$43.595
12/02/2020,$43.89,17422160,$43.39,$43.96,$43.35
12/01/2020,$43.54,23948790,$43.01,$44.07,$43.01
11/30/2020,$43.02,34741650,$42.44,$43.05,$42.41
11/27/2020,$42.7,10769520,$42.855,$42.98,$42.64
11/25/2020,$42.5,22617660,$42.78,$42.8,$42.21
11/24/2020,$42.61,22849730,$42.14,$42.71,$41.9
11/23/2020,$41.64,19656680,$41.03,$41.8,$41.02
11/20/2020,$40.97,19778950,$41.05,$41.39,$40.92
11/19/2020,$41.17,22177710,$41,$41.37,$40.77
11/18/2020,$41.32,21327710,$41.9,$42.2386,$41.255
11/17/2020,$41.88,23140910,$41.92,$42.345,$41.62
11/16/2020,$42.54,34572650,$41.74,$42.59,$41.35
11/13/2020,$41.4,49120100,$41.2,$41.52,$40.56
11/12/2020,$38.67,29543620,$38.98,$39.39,$38.395
11/11/2020,$39.33,27332810,$39.01,$39.45,$38.44
11/10/2020,$38.72,31514510,$38.21,$39.025,$38.167
11/09/2020,$38.2,42649540,$39.92,$40.23,$38.12
11/06/2020,$37.53,19475290,$37.56,$37.6,$37.08
11/05/2020,$37.23,23149700,$37.02,$37.3,$36.91
11/04/2020,$36.57,30121920,$37.031,$37.3,$36.5
11/03/2020,$36.68,27342890,$36.36,$37.33,$36.3
11/02/2020,$35.9,23483100,$36.19,$36.35,$35.67
10/30/2020,$35.9,29159660,$35.595,$35.93,$35.49
10/29/2020,$35.69,35331970,$35.51,$36.07,$35.28
10/28/2020,$35.71,34561490,$36.315,$36.51,$35.68
10/27/2020,$36.87,37911470,$37.38,$37.5,$36.59
10/26/2020,$37.67,29146550,$38.4,$38.43,$37.15
